item_name,description,github,gist,gitlab,bitbucket,launchpad,twitter,youtube,blogpost,cran,pypi,codeberg,website,publication,DOI,author1_name,author2_name,author3_name,author4_name,author5_name,author6_name,category,platform,tag1,tag2,tag3,tag4,tag5,notes,internetarchive
ARchaeology,ARchaeology is an open-source demonstration tool that leverages front-end web technologies (such as Google’s model-viewer and ARKit-based Quick Look) to render archaeological sites and objects in augmented reality. Through a user-friendly mobile interface and QR code scanning approach, learners, educators, and enthusiasts can easily access 3D reconstructions of artifacts. While it could be valuable for cultural heritage outreach, it does not provide advanced data processing capabilities or research-level analytics. Instead, ARchaeology focuses on presenting visually immersive experiences that enhance engagement with historical and archaeological materials.,https://github.com/lili0824/ARchaeology,,,,,,,,,,,,,,lili0824,,,,,,Standalone software,,3D modelling,Augmented reality,Site mapping,,,,
StoneAdvisor,"StoneAdvisor is a web application designed for archaeology and history aficionados to discover ancient sites and craft their itineraries. Built on Flask and Python, the platform allows users to create, store, and manage entries in a dynamic map-based interface. With user-driven content and an interactive environment, it fosters collaborative exploration but does not incorporate advanced data processing or analytics beyond standard create, read, update, and delete functions.",https://github.com/rbbristow/StoneAdvisor,,,,,,,,,,,,,,rbbristow,,,,,,Standalone software,Python,Public archaeology,Museums,,,,,
3D_EdgeAngle,3D_EdgeAngle is a robust Python-based tool designed to semi-automate the measurement of stone tool edge angles and facilitate systematic analysis of tool design. By leveraging 3D digital modeling, it helps researchers gather precise morphological data, allowing for repeatable, quantitative comparisons across various stone artifacts. This tool offers advanced metrics and visualization capabilities, assisting archaeologists in interpreting manufacturing techniques, functional attributes, and cultural patterns. Through reproducible workflows, 3D_EdgeAngle advances the field of lithic analysis by providing consistent, data-driven insights into the evolution of tool usage and design.,https://github.com/lschunk/3D_EdgeAngle,,,,,,,,,,,,,10.5281/zenodo.7956767,lschunk,Ivan Calandra,Konstantin Bob,,,,Packages and libraries,Python,Artefact morphology,3D modelling,archhist-software-tool,,,,
"isopleuros","Isopleuros is an R package that streamlines the creation and customization of ternary plots for compositional data analysis. This versatile tool is especially beneficial in fields like geology, archaeometry, and materials science, where data are often partitioned into three fundamental components. Isopleuros provides an intuitive R interface to produce publication-ready graphics, offering flexible control over marker styles, labels, and color mappings. By automating data transformations and visual configurations, it saves researchers valuable time and effort. The package is open source, well documented, and maintained by the Tesselle community.","https://github.com/tesselle/isopleuros","","","","","","","","https://cran.r-project.org/package=isopleuros","","","https://packages.tesselle.org/isopleuros/","","10.5281/zenodo.7940389","tesselle","","","","","","Packages and libraries","R","Diagrams and visualizations","archhist-software-tool","","","",""
ZooarchMixMod,"ZooarchMixMod is an R package designed to analyze zooarchaeological measurement data by applying mixture modeling techniques. By capturing proportions of immature, adult-sized female, and adult-sized male specimens within assemblages, it aids researchers in exploring demographic structures and understanding hunting or herding strategies used in past societies. Through robust statistical modeling, ZooarchMixMod offers flexible input and output configurations, enabling data transformation and reproducible research workflows. Ideal for archaeologists and bioarchaeologists investigating faunal remains, this tool facilitates deeper insights into site-based behaviors and broader patterns in ancient animal use.",https://github.com/wolfhagenj/ZooarchMixMod,,,,,,,,,,,,,10.1007/s10816-023-09611-y,wolfhagenj,,,,,,Packages and libraries,R,Zooarchaeology,archhist-software-tool,,,,
ArchaeoCal,"ArchaeoCal is an R package that streamlines the calibration and modeling of radiocarbon dates using the OxCal web API, offering an accessible interface for archaeologists and researchers. With it, you can easily calibrate raw date estimates, plan Bayesian chronological modeling procedures, and visualize results within an R environment. By integrating directly with OxCal, ArchaeoCal helps reduce overhead, fosters reproducible analyses, and aids in refining chronological frameworks in archaeological and historical contexts.",https://github.com/ArchaeoStat/ArchaeoCal,,,,,,,,,,,https://archaeostat.github.io/ArchaeoCal/,,,nfrerebeau,,,,,,Packages and libraries,R,"Radiocarbon dating, calibration and sequencing","archhist-software-tool",,,,,
ArchaeoData,"ArchaeoData is an R package that provides curated data sets designed to support reproducible research in archaeology through the ArchaeoPhases ecosystem. By offering well-structured examples, it helps users understand radiocarbon dating calibration, chronological model building, and advanced statistical methods used in the field. The included data sets, along with accompanying model outlines, enable researchers and students to replicate published findings, run tests, or explore new analyses. Through these resources, ArchaeoData aims to further transparent methodological, educational, and collaborative approaches in archaeological science.",https://github.com/ArchaeoStat/ArchaeoData,,,,,,,,,,,https://archaeostat.github.io/ArchaeoData/,,,nfrerebeau,,,,,,Packages and libraries,R,"Radiocarbon dating, calibration and sequencing",Datasets,,,,,
aion,"Aion is an R package designed to facilitate the representation, analysis, and interpretation of archaeological time-series data. By providing a robust system of classes, methods, and tools, it allows researchers to create chronological models, integrate multiple datasets, and visualize patterns and trends over time. Aion streamlines data preparation, synchronizes disparate temporal sources, and supplies flexible functionality that can be adapted to different archaeological contexts. Whether used for large-scale projects or smaller case studies, Aion aims to advance the reliability and reproducibility of temporal analyses in archaeology.",https://github.com/tesselle/aion,,,,,,,,https://cran.r-project.org/package=aion,,,https://packages.tesselle.org/aion/,https://doi.org/10.21105/joss.06210,10.5281/zenodo.8032278,tesselle,,,,,,Packages and libraries,R,Chronological modelling,archhist-software-tool,,,,,
alkahest,"Alkahest is an R package designed for pre-processing XY data from experimental methods, providing a suite of robust tools for data cleaning, normalization, transformation, and analysis. This package streamlines the process of handling raw measurement data, enabling researchers to quickly convert multiple data sources into tidy and comparable datasets. Alkahest covers a broad range of experimental applications, from spectrometry to instrumentation readouts, offering flexible solutions for outlier detection, baseline correction, and other essential tasks that facilitate further statistical examinations and reproducible research.",https://github.com/tesselle/alkahest,,,,,,,,https://cran.r-project.org/package=alkahest,,,https://packages.tesselle.org/alkahest/,,10.5281/zenodo.7081524,tesselle,,,,,,Packages and libraries,R,Statistical analysis,,,,,,
Akkademia,"Akkademia is an advanced software tool that uses cutting-edge natural language processing methodologies, including Hidden Markov Models (HMM), Maximum Entropy Markov Models (MEMM), and BiLSTM neural networks, to automatically interpret and transcribe Akkadian cuneiform inscriptions into comprehensible textual form. By bridging computational linguistics and historical epigraphy, it aids researchers in understanding and analyzing ancient Mesopotamian texts. Akkademia's robust algorithms can handle diverse sign variations and uncertain input data, making it invaluable for digital philology projects that require accurate morphological analysis, tokenization, and further linguistic exploration of ancient scripts.",https://github.com/gaigutherz/Akkademia,,,,,,,,,,,,,,gaigutherz,arielazary,ARomach,ireman,,,Packages and libraries,Python,Machine learning,Literary analysis and epigraphy,archhist-software-tool,,,,
teethr,"teethr is an R package developed for zooarchaeologists, bioarchaeologists, and dental researchers to calculate dental indices and lesion ratios in old or modern populations. By automating quantitative analyses, teethr helps interpret evolutionary, dietary, and health trends across species, time periods, or geographic regions. Its integrated workflows promote reproducible research, offering data alignment, calculations, and visualizations that contextualize findings. This user-friendly package fosters efficient data-driven insights in archaeology and related fields.",https://github.com/bbartholdy/teethr,,,,,,,,,,,,,,bbartholdy,,,,,,Packages and libraries,R,Zooarchaeology,archhist-software-tool,,,,,
morphotype,"Morphotype is an R-based tool that extends shape data extraction from scanned or digitized images of pottery profiles. Through morphological analysis, it helps archaeologists systematically classify, compare, and categorize vessels based on shape attributes. The pipeline includes procedures to parse shape outlines, measure geometric features, and cluster forms for typological arrangement. By automating these steps, Morphotype streamlines the documentation and analysis of ceramic assemblages, facilitating more detailed and reproducible scholarship in archaeological research. The result is a flexible and comprehensive approach to artifact shape recognition for advanced comparative studies.",https://github.com/kafetzakid/morphotype,,,,,,,,,,,,,10.5281/zenodo.8224882,kafetzakid,,,,,,Packages and libraries,R,Artefact morphology,Shape recognition,Ceramic analysis,archhist-software-tool,,,
morphotypeShiny,"morphotypeShiny is a Shiny-based application designed to facilitate morphological data analysis for archaeologists and researchers studying shapes and forms. Through an interactive interface, it allows users to load morphological data sets and apply transformations, visualizations, and statistical techniques. The goal is to streamline shape recognition and classification tasks, making it easier to interpret artifact features and identify distinctive morphological trends. By combining R's analytical capabilities with Shiny's web-based environment, morphotypeShiny offers a user-friendly solution for dynamic data exploration, facilitating deeper insights into artifact morphology.",https://github.com/kafetzakid/morphotypeShiny,,,,,,,,,,,,,10.5281/zenodo.6760607,kafetzakid,,,,,,Packages and libraries,R,Artefact morphology,Shape recognition,archhist-software-tool,,,,
pleiades.datasets,pleiades.datasets offers a robust suite of platform-independent data packages derived from the Pleiades gazetteer, a community-driven collection of historical geographic information about ancient world locations. This resource aims to facilitate the integration, distribution, and usage of geospatial data in various computational and research contexts, ensuring broad accessibility across multiple platforms. As an extension of the main Pleiades project, these datasets are curated and updated to support scholarly projects in digital humanities, archaeology, and related fields.,https://github.com/isawnyu/pleiades.datasets,,,,,,,,,,,https://pleiades.stoa.org/,,10.5281/zenodo.8206033,isawnyu,,,,,,Lists and datasets,,Datasets,,,,,,
ArcheOS,"ArcheOS is an open-source, Debian-based Linux distribution specifically designed for archaeologists, incorporating a wide range of specialized applications for analyzing, visualizing, and managing archaeological data. The distribution aims to facilitate fieldwork, post-processing, and research tasks by bundling software tools for 3D modeling, GIS analysis, photogrammetry, and more in a single, user-friendly environment. Maintained by a community of developers and researchers, ArcheOS continues to evolve with new features, making it a convenient platform for academic and professional archaeological projects and ensuring the reproducibility of digital research methods.",https://github.com/archeos/ArcheOS,,,,,,,,,,,https://distrowatch.com/table.php?distribution=archeos,,,archeos,,,,,,Standalone software,,Drivers and IO,Bits and bobs,archhist-software-tool,,,
ArcheoShape,ArcheoShape is an open-source toolkit designed to facilitate the geometric analysis and morphological exploration of archaeological artifacts. By employing advanced computational methods, the software helps researchers examine, measure, and compare digital 3D models of historical objects for enhanced insight into their structural characteristics and cultural significance. With specialized features for segmentation, shape matching, and pattern recognition, ArcheoShape streamlines the identification of subtle variations in artifact design, enabling scholars to draw robust conclusions about manufacturing techniques, usage, and broader anthropological contexts. The user-friendly interface and well-documented code repository encourage collaboration and continuous development.,https://github.com/omendoza83/ArcheoShape,,,,,,,,,,,,,,omendoza83,,,,,,Standalone software,,Artefact morphology,archhist-software-tool,,,,,
ArchaeolPhytoliths,"ArchaeolPhytoliths is a specialized Python-based software that leverages deep learning to identify and classify multi-cell phytoliths in archaeological samples at the genus and species levels. By automating the phenotype recognition process, it speeds up analysis and fosters more accurate reconstructions of past vegetation and diets. This tool is especially valuable for archaeobotanists and paleoecologists seeking robust, efficient methods to handle large volumes of microfossil data, bridging the realms of machine learning and archaeological science.",https://github.com/iberganzo/ArchaeolPhytoliths,,,,,,,,,,,,,,iberganzo,,,,,,Packages and libraries,Python,Palaeobotany,Machine learning,Shape recognition,archhist-software-tool,,,
14C-power-sensitivity,"14C-power-sensitivity is an R-based piece of software that explores how robust 14C-based chronological models can be by implementing power and sensitivity analyses in OxCal. Developed by Pete Jacobsson, this tool helps archaeologists and researchers systematically evaluate uncertainties in radiocarbon data, ensuring a better understanding of chronological frameworks. By simulating different calibration scenarios and analyzing the results, it refines chronological interpretations in archaeological studies, providing a more robust basis for historical reconstructions.",https://github.com/pete-jacobsson/14C-power-sensitivity,,,,,,,,,,,,,,pete-jacobsson,,,,,,Packages and libraries,R,"Radiocarbon dating, calibration and sequencing",archhist-software-tool,,,,,
EDM,EDM is a Python-based toolkit designed for flexible data collection, integration, and management specifically geared towards archaeological survey and excavation contexts. By supporting custom data input forms, field-based data documentation, and real-time data validation, it helps researchers streamline the collection, curation, and preliminary analysis of site data. The system aims to minimize errors by establishing consistent data formats and offering built-in functionalities for preliminary data checks. Through its open-source development, EDM fosters collaborative improvements, ensuring that archaeologists can adapt the tool to diverse research goals and field conditions.,https://github.com/surf3s/EDM,,,,,,,,,,,,,,surf3s,,,,,,Packages and libraries,Python,Data collection,Data management,archhist-software-tool,,,,
EDMWIN,"EDMWIN is a powerful, configurable software program designed specifically for collecting, organizing, and analyzing data from archaeological survey and excavation projects. It streamlines the process of capturing field information and offers robust features for editing, validating, and managing data on artifacts, stratigraphy, and context records. By facilitating consistent data input, EDMWIN helps researchers quickly transform raw observations into meaningful insights, enhancing collaboration and reproducibility across excavation teams. Built to handle diverse archaeological datasets, EDMWIN is a versatile solution that supports more informed decision-making and long-term preservation of cultural heritage findings.",https://github.com/surf3s/EDMWIN,,,,,,,,,,,,,,surf3s,,,,,,Packages and libraries,Python,Data collection,Data management,archhist-software-tool,,,,
fabryka,"Fabryka is a Shiny application designed for analyzing and visualizing archaeological fabric or artifact data sets. It provides interactive dashboards that allow researchers to import, process, and interpret morphological or compositional data. Through user-friendly controls, it helps identify patterns, distributions, and relationships in archaeological findings. Built using R, this script-based interface supports advanced data manipulation and fosters deeper insights for historical and archaeological investigations. By offering dynamic data exploration and custom visual output, it assists in forming well-grounded interpretations and fosters collaborative research.",https://github.com/marchaeologist/fabryka,,,,,,,,,,,,,,marchaeologist,,,,,,Scripts,R,Site mapping,Spatial analysis,archhist-software-tool,,,,
3d_spatial_ripley_analyses,"This R script analyzes three-dimensional point patterns using the Ripley's K function, a statistical method designed to unravel non-random spatial associations across archaeological or other scientific datasets. By measuring clustering or dispersion patterns, the tool reveals how objects are distributed in 3D space, providing valuable insights into site formation processes, environmental influences, and past human behavior. Researchers can harness these analyses to identify meaningful relationships between artifacts, features, or sample points, thus enabling a deeper understanding of the underlying processes shaping archaeological sites or other spatial phenomena.",https://github.com/marchaeologist/3d_spatial_ripley_analyses,,,,,,,,,,,,,,marchaeologist,,,,,,Scripts,R,Site mapping,Spatial analysis,archhist-software-tool,,,,
R for data analysis and visualization of Archaological Data,"R for data analysis and visualization of Archaeological Data is a comprehensive tutorial series designed specifically for archaeologists, adapted from the Data Carpentry R Workshop for Ecologists. Participants learn essential techniques for cleaning, manipulating, and visualizing archaeological datasets in R. Through hands-on practice and real-world examples, this resource equips researchers and students with the skills needed to explore, interpret, and communicate findings effectively. By bridging methodological gaps, it encourages deeper engagement with data-driven archaeological research.",https://github.com/carpentries-incubator/R-archaeology-lesson,,,,,,,,,,,https://carpentries-incubator.github.io/R-archaeology-lesson/,,,carpentries-incubator,Alison Clarke,François Michonneau,Auriel Fournier,,,Guides,R,Educational resources and practical guides,,,,,,
Scroll Viewer,"Scroll Viewer is a specialized software designed to facilitate the interactive exploration, analysis, and 3D reconstruction of segments from the Herculaneum Papyri. Developed as an open-source tool, it allows researchers and historians to examine fragile manuscripts virtually, preserving original artifacts. Users can zoom, rotate, and inspect high-resolution images, bridging digital technology with classical scholarship. By integrating advanced visualization techniques, it promotes deeper insights into ancient texts, fostering collaboration and discovery in the fields of archaeological research and papyrology.",https://github.com/atiro/scroll-viewer,,,,,,,,,,,,,,atiro,,,,,,Standalone software,,Literary analysis and epigraphy,3D modelling,archhist-software-tool,,,,
mobest,"This R package provides specialized types and functions to analyze and visualize spatiotemporal patterns of human genetic ancestry, facilitating tasks such as probabilistic similarity searches, the derivation of mobility estimates, and advanced interpolation across geographic and temporal datasets. By integrating these approaches, researchers can efficiently explore how genetic ancestry developed and migrated over time, leveraging robust statistical methods for highly granular data. MoBEst also supports user-friendly workflows and customizable parameter settings, making it a powerful tool for complex archaeological and anthropological studies.",https://github.com/nevrome/mobest,,,,,,,,,,,https://nevrome.de/mobest/html/master/,https://doi.org/10.1073/pnas.2218375120,,nevrome,,,,,,Packages and libraries,R,Archaeogenetics,Simulation,archhist-software-tool,,,,
f"vici.org","{updated_description}",https://github.com/renevoorburg/vici.org,,,,,,,,,,,https://vici.org,,,renevoorburg,,,,,,Standalone software,,Public archaeology,Spatial analysis,Datasets,archhist-software-tool,,,"
pastclim,"pastclim is an R package that offers a user-friendly and flexible approach to retrieving, extracting, and manipulating paleoclimate data from publicly available climate reconstructions. With robust functionality for spatiotemporal data handling, it enables ecological and anthropological researchers to easily conduct climate-driven analyses, investigate past species distributions, or model human-environment interactions. By integrating a variety of climate reconstructions, 'pastclim' streamlines the exploration of historical climatic changes and fosters reproducible research in fields such as paleoecology, archaeology, and evolutionary biology.",https://github.com/EvolEcolGroup/pastclim/,,,,,,,,https://cran.r-project.org/package=pastclim,,,https://evolecolgroup.github.io/pastclim/,,,EvolEcolGroup,Michela Leonardi,Emily Y. Hallet,Robert Beyer,Mario Krapp,Andrea Manica,Packages and libraries,R,Simulation,Palaeoclimate modelling,archhist-software-tool,,,,
currycarbon,"Currycarbon is a command-line application for calibrating radiocarbon dates. The software includes and is based on a calibration module written in Haskell, providing automated workflows for radiocarbon dating analysis. Through a robust command-line interface, it actively processes raw data to generate calibrated age estimates, facilitating quantitative chronology building in archaeological or historical research. The tool is openly available on GitHub for advanced usage and customization.",https://github.com/nevrome/currycarbon,,,,,,,,,,,,,,nevrome,,,,,,Standalone software,,"Radiocarbon dating, calibration and sequencing",Chronological modelling,archhist-software-tool,,,,
morphalr,morphalr is an R package designed for in-depth morphological analysis in archaeology. It enables researchers to capture, measure, and compare the shapes of artifacts, offering statistical modeling and integrated visualization options. By bridging quantitative methods with archaeological questions, morphalr helps uncover meaningful patterns and relationships in artifact form and function. Its data-driven features streamline scholarly workflows, facilitating reproducible research and interdisciplinary collaboration.,https://github.com/JGravier/morphalr,,,,,,,,,,,https://jgravier.github.io/morphalr/,,,JGravier,,,,,,Packages and libraries,R,Spatial analysis,archhist-software-tool,,,,,,
ExtendedMatrix,The ExtendedMatrix software is a platform or approach that provides a scientific method and formal language enabling Cultural Heritage specialists to formalize complex interpretative philological phenomena such as virtual reconstructive hypotheses. By offering robust, transparent ways to manage uncertain historical data, it supports detailed analyses, evidence-based reconstructions, and consistent documentation of intangible heritage elements or ephemeral structures. Through advanced data management and visual modeling capabilities, ExtendedMatrix fosters collaborative work among historians, archaeologists, and conservation experts, ensuring reproducible results and deeper insights into historical domains.,https://github.com/zalmoxes-laran/ExtendedMatrix,,,,,,,,,,,https://www.extendedmatrix.org/home,https://doi.org/10.3390/heritage6020069,,zalmoxes-laran,Bruno Fanini,Enzo Cocca,,,,Standalone software,,Schemas and ontologies,archhist-software-tool,,,,,
3D-survey-collection,3D-Survey-Collection is a Blender add-on designed to streamline the complex tasks involved in creating, managing, and optimizing 3D models for archaeological and architectural research. By offering a suite of tools for automating mesh cleanup, adjusting texture resolutions, and preserving crucial metadata, it helps researchers maintain data integrity while speeding up workflows. This add-on supports the conversion and integration of diverse data formats, enabling cross-disciplinary collaboration and facilitating in-depth analyses of cultural heritage objects. Researchers can thus focus on insights rather than intricate technical processes, making the study of 3D artifacts more efficient.,https://github.com/zalmoxes-laran/3D-survey-collection,,,,,,,,,,,,,,zalmoxes-laran,,,,,,Packages and libraries,Blender,3D modelling,archhist-software-tool,,,,
EM-blender-tools,"EM-blender-tools is a powerful Blender addon designed to incorporate the Extended Matrix formal language into the Blender 3D open-source environment. This integration enables advanced parametric modeling and robust transformations, allowing users to define and manipulate complex geometric structures using matrix-based logic. Developed by zalmoxes-laran, EM-blender-tools streamlines the workflows of 3D artists and developers by facilitating better control over shape configurations, making it possible to produce sophisticated 3D models with precision and ease. With its open-source foundations, the addon encourages collaboration and continues to evolve with community input.",https://github.com/zalmoxes-laran/EM-blender-tools,,,,,,,,,,,,,,zalmoxes-laran,,,,,,Packages and libraries,Blender,3D modelling,,,,,,
digging.digital.data,"This dataset, digging.digital.data, is a collection of digitized archaeological materials curated from various historical sites. The repository aims to facilitate hands-on learning experiences for students, researchers, and educators by providing real-world artifacts, excavation records, and contextual information. Each dataset is optimized for easy integration into digital analysis tools, enabling comparative studies and hypothesis testing. The main goal is to advance knowledge in heritage studies while offering a solid introduction to standard archaeological data formats and record-keeping practices.",https://github.com/chrinne/digging.digital.data,,,,,,,,,,,,,,chrinne,,,,,,Lists and datasets,,Educational resources and practical guides,Datasets,,,,,
tutorial-autocad2018,"This step-by-step tutorial offers a comprehensive introduction to drafting archaeological site plans, recording artifact dimensions, and developing technical drawings using AutoCAD 2018. Readers gain hands-on exposure to essential features, layering techniques, and best practices for effectively visualizing and documenting archaeological data. It is ideal for both novices and seasoned researchers seeking to refine their AutoCAD skills and enhance the overall quality of their archaeological illustrations and site records.",https://github.com/chrinne/tutorial-autocad2018,,,,,,,,,,,,,,chrinne,,,,,,Guides,,Educational resources and practical guides,3D modelling,,,,,
CoccionCeramica,"CoccionCeramica is a specialized software application designed to model and generate temperature curves for the firing of pottery. By simulating different heat-up and cool-down processes, it helps researchers and archaeologists understand how clay transformations occur and how final ceramic properties form. The tool offers an interface to input data and visualize results, enabling a deeper comprehension of thermal behavior in ceramic production. This aids in analyzing ancient firing techniques and optimizing modern experimental processes by providing a structured approach to temperature control and measurement.",https://github.com/marcelocardillo/CoccionCeramica,,,,,,,,,,,,,,marcelocardillo,,,,,,Packages and libraries,Python,Ceramic analysis,archhist-software-tool,,,,,
archaeology-machine-learning,Archaeology-machine-learning is a repository that demonstrates how modern machine learning techniques can be applied to analyze archaeological data and interpret historical artifacts. By employing classification and clustering algorithms, it assists researchers in exploring patterns, identifying correlations, and drawing meaningful insights from excavation sites and artifact records. With its focus on real-world applications, the project aims to streamline processes such as artifact categorization and predictive modeling of archaeological discoveries. This resource can serve both novices and advanced users interested in harnessing computational approaches for historical and cultural research.,https://github.com/lakillo/archaeology-machine-learning,,,,,,,,,,,,,,lakillo,,,,,,Lists and datasets,,Lists,Machine learning,archhist-software-tool,,,,
rockart-textanalysis,"RockArt-TextAnalysis is a Python-based tool designed to gather and analyze online textual content related to prehistoric rock art. By applying machine learning methods and natural language processing, it helps researchers identify patterns, sentiments, and trends in discussions across forums, blogs, and social media. This not only aids in understanding public interest and perceptions, but also in highlighting potentially overlooked or underrepresented research areas. Users can thus connect, compare, and visualize archaeological data from multiple online sources more effectively.",https://github.com/lakillo/rockart-textanalysis,,,,,,,,,,,,,,lakillo,,,,,,Packages and libraries,Python,Public archaeology,Machine learning,archhist-software-tool,,,,
WeedEco,This R-based tool leverages linear discriminant analysis to categorize unknown samples of archaeobotanical or modern weed survey data, enabling researchers to infer historic farming strategies. By analyzing differences in plant species distribution, WeedEco reveals how agricultural practices have evolved over time. The project fosters an interdisciplinary approach, bridging ecology and archaeology, while offering an intuitive workflow for classifying large datasets. Through its analytical capabilities, it supports robust interpretations of ancient agrarian systems and aids in constructing a clearer picture of past land use.,https://github.com/WeedEco/WeedEco,,,,,,,,,,,,,,WeedEco,,,,,,Packages and libraries,R,Palaeobotany,archhist-software-tool,,,,,
CropPro,"CroPro is an R package designed to facilitate the organization, classification, and visualization of archaeobotanical data, especially for analyzing and interpreting different stages of crop processing. By supporting the integration of multiple data types, it helps researchers assess morphological and contextual plant data, enabling a deeper understanding of ancient agricultural practices. Its features include advanced data management, classification, statistical analysis, and plot generation, which collectively streamline the workflow for scholars and archaeobotanists seeking to interpret crop-related evidence in historical and prehistoric contexts.",https://github.com/CropPro-package/CropPro,,,,,,,,,,,,,,CropPro-package,,,,,,Packages and libraries,R,Palaeobotany,Data management,archhist-software-tool,,,,
ruby-radiocarbon,"Ruby-radiocarbon is an open-source gem for efficient calibration of radiocarbon dates, specifically designed for archaeological and historical research. It provides a suite of methods to parse, calibrate, and analyze 14C data, enabling users to quickly generate robust chronological models. The library integrates well with standard calibration datasets and includes functionalities for customizing calibration curves or analyzing multiple data points at scale. By automating crucial aspects of radiocarbon analysis, it accelerates research workflows and ensures reproducibility. Ideal for anyone requiring advanced date modeling in a Ruby environment.",https://github.com/joeroe/ruby-radiocarbon,,,,,,,,,,,,,,joeroe,,,,,,Packages and libraries,Ruby,"Radiocarbon dating, calibration and sequencing",archhist-software-tool,,,,
dendroNetwork,"DendroNetwork is an R package that helps researchers analyze and visualize tree-ring data by comparing similarity measures across multiple samples. It supports the creation of a network of dendrochronological series, enabling detection of patterns, cross-dating, and chronological alignment across different sets of samples. The package offers robust tools for data preprocessing, network construction, and community detection, ultimately supporting studies in environmental science, archaeology, and historical climate reconstructions.",https://github.com/ropensci/dendroNetwork/,,,,,,,,https://cran.r-project.org/package=dendroNetwork,,,https://docs.ropensci.org/dendroNetwork/,,,ropensci,RonaldVisser,,,,,Packages and libraries,R,Dendrochronology,Chronological modelling,archhist-software-tool,,,,"
ABMA_tutorials,ABMA_tutorials is a collection of interactive, step-by-step guides designed to teach archaeologists and researchers how to build agent-based models using NetLogo. Through hands-on exercises, these resources walk beginners and experienced practitioners alike through theoretical concepts, practical modeling techniques, and essential best practices in computational archaeology, offering a solid foundation in ABM methods.,https://github.com/ABMArchaeologists/ABMA_tutorials,,,,,,,,,,,https://abmarchaeologists.github.io/ABMA_website/,,,ABMArchaeologists,RonaldVisser,drocks13,,,,Standalone software,NetLogo,Educational resources and practical guides,Simulation,archhist-software-tool,,,"Need to add more author columns and revise the way these columns are parsed. Additional authors not currently represented include: Doug Rocks-Macqueen, Laura van der Knaap, Annemarie Jutte, , Ronald Visser, Jeroen Linssen, Tom Brughmans, Iza Romanowska, Kenneth Aitchison, Karsten Lambers.",
quantum-archeo,"Quantum-Archeo is a specialized software that provides a comprehensive suite of quantitative methods to identify and analyze a standardized measurement unit—commonly referred to as the 'quantum'—in archaeological datasets. By employing advanced statistical analysis, this tool helps researchers systematically compare artifact dimensions and infer underlying metric relationships across diverse cultural sites, thereby facilitating deeper archaeological insights and more robust cross-site comparisons.",https://github.com/maciejkasinski/quantum-archeo,,,,,,,,,,,,,,maciejkasinski,,,,,,Scripts,R,Statistical analysis,archhist-software-tool,,,,,
chrongler,"chrongler is an R package that offers a suite of specialized convenience functions for researchers handling chronological data in archaeological or historical contexts. By streamlining tasks such as period-based data manipulation, interval analysis, and date comparisons, this tool helps users efficiently interpret and integrate time-based datasets. It aims to facilitate robust analyses while improving data management workflows across diverse research projects.",https://github.com/lsteinmann/chrongler,,,,,,,,,,,,,,lsteinmann,,,,,,Packages and libraries,R,Chronological modelling,Data management,archhist-software-tool,,,
Dendro_R,"Dendro_R is a curated resource highlighting R packages that support dendrochronological and tree-ring research. The repository aims to facilitate data exploration, ring-width measurement, and environmental reconstructions, bridging climatology and ecology with historical and archaeological contexts. By consolidating relevant packages, Dendro_R helps researchers find new tools and workflows for analyzing tree-ring data, modeling forest dynamics, and interpreting past environments. This compilation offers references, examples, and documentation links, supporting both novice and advanced users in applying dendro-specific methods and building robust analyses across multiple scientific disciplines.",https://github.com/RonaldVisser/Dendro_R,,,,,,,,,,,https://ronaldvisser.github.io/Dendro_R/,,,RonaldVisser,,,,,,Lists and datasets,,Dendrochronology,Lists,,,,,
ARQUB,"ARQUB is a collection of R scripts developed by the ARQUB (GRACPE, Universitat de Barcelona) group under the direction of Jaume Buxeda i Garrigós for the compositional analysis of archaeological artifacts. The toolkit enables users to load, visualize, and statistically examine chemical or material compositions, offering insights into provenance, production techniques, and cultural interactions. By automating calculations and analyses with a user-friendly workflow, ARQUB supports research in pottery shards, ceramics, and other historical materials, thus contributing to expanded understandings of past societies in a robust, data-driven manner.",https://github.com/jbuxeda/ARQUB,,,,,,,,,,,,,,jbuxeda,,,,,,Scripts,R,Statistical analysis,archhist-software-tool,,,,,,
mafa,"MAFA is an R package for computing morphological indices of spatial entities such as parcels or buildings. By providing automated calculations of shape, size, and other metrics, it streamlines workflows in spatial analysis and urban planning. Researchers can employ MAFA to measure spatial complexity, detect changes in site layouts, or identify patterns in structural organization. Its capabilities facilitate better-informed decisions about land use, architectural design, or geographic distributions, offering insights into the formation, development, and ongoing transformation of built environments.",https://github.com/JGravier/mafa,,,,,,,,,,,https://jgravier.github.io/mafa/,,,JGravier,,,,,,Packages and libraries,R,Spatial analysis,,,,,,
