Tool_Name_Raw,Tool_Name_Standardised,LLM_Service,LLM_Model,Harness,Run_Quality,Journal,Article_Title,Article_Authors,Issue_Number,Year,URL_DOI,Discovery_Context,Sheet_Name,Additional_Notes,Verification_Status,Extraction_Completeness
TensorFlow (open-source ML library),TensorFlow,OpenAI o3,o3,Web chat (o3),standard,JCAA,Fleshing Out the Bones: Studying the Human Remains Trade with Tensorflow and Inception,Damien Huffer; Shawn Graham,1(1),2018,https://doi.org/10.5334/jcaa.8,Mentioned,JCAA-o3,In metadata - generic ML framework but Tool-status: yes due to documented archaeological applications,CONFIRMED,COMPLETE
Inception (image recognition model),Inception,OpenAI o3,o3,Web chat (o3),standard,JCAA,Fleshing Out the Bones: Studying the Human Remains Trade with Tensorflow and Inception,Damien Huffer; Shawn Graham,1(1),2018,https://doi.org/10.5334/jcaa.8,Mentioned,JCAA-o3,Generic ML model architecture - included per user decision to confirm ML tools with archaeological applications,CONFIRMED,COMPLETE
Keras (open-source neural network library),Keras,OpenAI o3,o3,Web chat (o3),standard,JCAA,Learning to Look at LiDAR: The Use of R-CNN in the Automated Detection of Archaeological Objects in LiDAR Data from the Netherlands,Wouter Verschoof-van der Vaart; Karsten Lambers,2(1),2019,https://doi.org/10.5334/jcaa.32,Mentioned,JCAA-o3,Generic ML library - included per user decision to confirm ML tools with archaeological applications,CONFIRMED,COMPLETE
Mask R-CNN (deep learning framework for object detection),Mask R-CNN,OpenAI o3,o3,Web chat (o3),standard,JCAA,Learning to Look at LiDAR: The Use of R-CNN in the Automated Detection of Archaeological Objects in LiDAR Data from the Netherlands,Wouter Verschoof-van der Vaart; Karsten Lambers,2(1),2019,https://doi.org/10.5334/jcaa.32,Mentioned,JCAA-o3,"In metadata - generic ML framework but Tool-status: yes due to documented archaeological applications (artifact detection, site identification)",CONFIRMED,COMPLETE
R (apcluster package for clustering analysis),R,OpenAI o3,o3,Web chat (o3),standard,JCAA,A Comparison of Châtelperronian and Protoaurignacian Core Technology Using Data Derived from 3D Models,Samantha Thi Porter; Morgan Roussel; Marie Soressi,2(1),2019,https://doi.org/10.5334/jcaa.17,Mentioned,JCAA-o3,Generic statistical language,MISATTRIBUTED,COMPLETE
R (statistical programming language for data analysis),R,OpenAI o3,o3,Web chat (o3),standard,JCAA,Tool-Driven Revolutions in Archaeological Science,Sophie C. Schmidt; Ben Marwick,3(1),2020,https://doi.org/10.5334/jcaa.29,Mentioned,JCAA-o3,Generic statistical language,MISATTRIBUTED,COMPLETE
Google Earth Engine (cloud-based geospatial analysis platform),Google Earth Engine,OpenAI o3,o3,Web chat (o3),standard,JCAA,Detecting Looting Activity through Earth Observation Multi-Temporal Analysis over the Archaeological Site of Apamea (Syria) during 2011–2012,Athos Agapiou,3(1),2020,https://doi.org/10.5334/jcaa.56,Mentioned,JCAA-o3,Generic geospatial platform,MISATTRIBUTED,COMPLETE
Mask R-CNN (deep learning model for segmentation),Mask R-CNN,OpenAI o3,o3,Web chat (o3),standard,JCAA,Combined Detection and Segmentation of Archeological Structures from LiDAR Data Using a Deep Learning Approach,Alexandre Guyot; Marc Lennon; Thierry Lorho; Laurence Hubert-Moy,4(1),2021,https://doi.org/10.5334/jcaa.64,Mentioned,JCAA-o3,Duplicate discovery - ML framework confirmed per Batch 21 decision (archaeological applications),CONFIRMED,COMPLETE
ImgAug (image augmentation toolkit),ImgAug,OpenAI o3,o3,Web chat (o3),standard,JCAA,Combined Detection and Segmentation of Archeological Structures from LiDAR Data Using a Deep Learning Approach,Alexandre Guyot; Marc Lennon; Thierry Lorho; Laurence Hubert-Moy,4(1),2021,https://doi.org/10.5334/jcaa.64,Mentioned,JCAA-o3,Generic image augmentation toolkit,MISATTRIBUTED,COMPLETE
ArcGIS 10.5 (proprietary GIS software used for least-cost path modeling),ArcGIS 10.5,OpenAI o3,o3,Web chat (o3),standard,JCAA,"Building a Model to Reconstruct the Hellenistic and Roman Road Networks of the Eastern Desert of Egypt, a Semi-Empirical Approach Based on Modern Travelers' Itineraries",Louis Manière; Maël Crépy; Bérangère Redon,4(1),2021,https://doi.org/10.5334/jcaa.67,Mentioned,JCAA-o3,Generic GIS platform - not research-specific,MISATTRIBUTED,COMPLETE
SAGAscape,SAGAscape,OpenAI o3,o3,Web chat (o3),standard,JCAA,SAGAscape: Simulating Resource Exploitation Strategies in Iron Age to Hellenistic Communities in Southwest Anatolia,Stef Boogers; Dries Daems,"Vol. 5, no. 1",2022,https://doi.org/10.5334/jcaa.90,Mentioned,JCAA-o3,Research-specific simulation tool for archaeological resource exploitation modelling,CONFIRMED,COMPLETE
Arch-I-Scan,Arch-I-Scan,OpenAI o3,o3,Web chat (o3),standard,JCAA,The Arch-I-Scan Project: Artificial Intelligence and 3D Simulation for Developing New Approaches to Roman Foodways,Daniël van Helden; Evgeny Mirkes; Ivan Tyukin; Penelope Allison,"Vol. 5, no. 1",2022,https://doi.org/10.5334/jcaa.92,Mentioned,JCAA-o3,Research-specific AI tool for Roman pottery classification and 3D simulation,CONFIRMED,COMPLETE
Temporal normalization tool (Python-based),Temporal normalization tool,OpenAI o3,o3,Web chat (o3),standard,JCAA,Automatic Normalization of Temporal Expressions,Ceri Binding; Douglas Tudhope,"Vol. 6, no. 1",2023,https://doi.org/10.5334/jcaa.105,Mentioned,JCAA-o3,Research-specific NLP tool for archaeological temporal expression normalisation,CONFIRMED,COMPLETE
ArcGIS (widely used GIS software),ArcGIS,OpenAI o3,o3,Web chat (o3),standard,JCAA,Geographic Information Systems in Archaeology: A Systematic Review,Fernando Menéndez-Marsh; Mohammed Al-Rawi; João Fonte; Rita Dias; Luis Jorge Gonçalves; Luis Gonçalves Seco; João Hipólito; José Pedro Machado; Jorge Medina; José Moreira; Tiago do Pereiro; Marta Vázquez; António Neves,"Vol. 6, no. 1",2023,https://doi.org/10.5334/jcaa.104,Mentioned,JCAA-o3,Generic GIS platform - not research-specific,MISATTRIBUTED,COMPLETE
QGIS (open-source GIS software),QGIS,OpenAI o3,o3,Web chat (o3),standard,JCAA,Geographic Information Systems in Archaeology: A Systematic Review,Fernando Menéndez-Marsh; Mohammed Al-Rawi; João Fonte; Rita Dias; Luis Jorge Gonçalves; Luis Gonçalves Seco; João Hipólito; José Pedro Machado; Jorge Medina; José Moreira; Tiago do Pereiro; Marta Vázquez; António Neves,"Vol. 6, no. 1",2023,https://doi.org/10.5334/jcaa.104,Mentioned,JCAA-o3,Generic GIS platform - not research-specific,MISATTRIBUTED,COMPLETE
DepthmapX (space syntax analysis software),DepthmapX,OpenAI o3,o3,Web chat (o3),standard,JCAA,Architecture Reality and Perception: The Multicultural Nature of Egyptian Domestic Architecture in the Roman Period,Marta Lorenzon; Cansu Pylkännen; Andreas V. Artto,"Vol. 6, no. 1",2023,https://doi.org/10.5334/jcaa.95,Mentioned,JCAA-o3,In metadata file - space syntax analysis tool for architectural research,CONFIRMED,COMPLETE
UCINET (social network analysis toolkit),UCINET,OpenAI o3,o3,Web chat (o3),standard,JCAA,"The Impact of Levantine Transit Trade on 15th–16th Century A.D. Wallachia, Transylvania, and Moldova",Daria Stefan; Lutz Schubert,"Vol. 7, no. 1",2024,https://doi.org/10.5334/jcaa.117,Mentioned,JCAA-o3,Generic social network analysis toolkit - not research-specific,MISATTRIBUTED,COMPLETE
AIKoGAM,AIKoGAM,OpenAI o3,o3,Web chat (o3),standard,JCAA,AIKoGAM: An AI-driven Knowledge Graph of the Antiquities Market: Toward Automatised Methods to Identify Illicit Trafficking Networks,Riccardo Giovanelli; Arianna Traviglia,"Vol. 7, no. 1",2024,https://doi.org/10.5334/jcaa.130,Mentioned,JCAA-o3,Research-specific AI knowledge graph for illicit antiquities trafficking detection,CONFIRMED,COMPLETE
Stable Diffusion (generative AI model),Stable Diffusion,OpenAI o3,o3,Web chat (o3),standard,JCAA,Using Generative AI for Reconstructing Cultural Artifacts,Mark Altaweel; Adel Khelifi; Mohammad Zafar,"Vol. 7, no. 1",2024,https://doi.org/10.5334/jcaa.151,Mentioned,JCAA-o3,Generic generative AI model - not research-specific,MISATTRIBUTED,COMPLETE
time2aoristic (R script),time2aoristic,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),extreme fail,JOAD,"Spatio-Temporal Distributions of Middle to Late Jomon Pithouses in Oyumino, Chiba (Japan)",Enrico R. Crema; Masato Nishino,"Volume 1, Issue 1",2012,https://doi.org/10.5334/4f8eb4078284b,Mentioned,JOAD-extreme fail,"CONFABULATION - Method-to-tool fabrication. ""Aoristic analysis"" is a real archaeological method, but ""time2aoristic"" does not exist as a tool. Verified against: archSeries (has aorist()), aoristAAR (has aorist()), aoristic package (CRAN), Kairos (has aoristic()), CRAN Task View, open-archaeo. Real tools use simpler names. DOI 10.5334/4f8eb4078284b is real paper on Jomon pithouses using aoristic as METHOD.",CONFABULATION,COMPLETE
GeoViz (web application),GeoViz,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),extreme fail,JOAD,Geoarchaeological Data from the Mediterranean: A Digital Approach,Alice Brown; Bob Smith,"Volume 9, Issue 1",2021,https://doi.org/10.5334/joad.90,Mentioned,JOAD-extreme fail,"DOI hijacking + title fabrication - joad.90 is actually ""NERD Dataset: Near East Radiocarbon Dates"" (Palmisano et al.), not Mediterranean geoarchaeology. No ""GeoViz"" tool exists.",CONFABULATION,COMPLETE
CeramicNet (Python script),CeramicNet,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),extreme fail,JOAD,Open Source Analysis of Ceramic Trade Networks,Carla Rodriguez; Derek Lee,"Volume 9, Issue 1",2021,https://doi.org/10.5334/joad.91,Mentioned,JOAD-extreme fail,"DOI hijacking + title fabrication - joad.91 is actually ""Prehistoric Landscape Use in the Central Alaska Range"" (lithic analysis), not ceramic trade networks. No ""CeramicNet"" tool exists.",CONFABULATION,COMPLETE
ArtifactML (R package),ArtifactML,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),extreme fail,JOAD,Automated Artifact Classification Using Machine Learning,Emily Green; Frank Taylor,"Volume 10, Issue 1",2022,https://doi.org/10.5334/joad.100,Mentioned,JOAD-extreme fail,"Complete fabrication - DOI joad.100 returns 404. No ""ArtifactML"" tool exists. Article title fabricated.",CONFABULATION,COMPLETE
DeepClass (Python tool),DeepClass,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),extreme fail,JOAD,Automated Artifact Classification Using Machine Learning,Emily Green; Frank Taylor,"Volume 10, Issue 1",2022,https://doi.org/10.5334/joad.100,Mentioned,JOAD-extreme fail,"Complete fabrication - DOI joad.100 returns 404 (same as ArtifactML). No ""DeepClass"" tool exists. Article title fabricated.",CONFABULATION,COMPLETE
Reconstructo (web application),Reconstructo,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),extreme fail,JOAD,Digital Reconstruction of Ancient Settlements,Grace Kim,"Volume 10, Issue 1",2022,https://doi.org/10.5334/joad.101,Mentioned,JOAD-extreme fail,"Complete fabrication - DOI joad.101 returns 404. No ""Reconstructo"" tool exists. Article title fabricated.",CONFABULATION,COMPLETE
VRArchaeo (Unity-based application),VRArchaeo,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),extreme fail,JOAD,Virtual Reality in Archaeology: Case Studies and Software Development,Henry White; Isabella Black,"Volume 11, Issue 1",2023,https://doi.org/10.5334/joad.110,Mentioned,JOAD-extreme fail,"DOI hijacking + title fabrication - joad.110 is actually ""Typological Catalogue of Pottery from Tepe Sadegh"" (Iranian Bronze Age), not VR software review. No ""VRArchaeo"" tool exists.",CONFABULATION,COMPLETE
LandML (GIS plugin),LandML,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),extreme fail,JOAD,Integrating GIS and Machine Learning for Landscape Archaeology,Kelly Sanchez; Liam O'Brien,"Volume 12, Issue 1",2023,https://doi.org/10.5334/joad.120,Mentioned,JOAD-extreme fail,"DOI hijacking - joad.120 is actually ""NeoNet Atlantic: Radiocarbon Dates for Late Mesolithic/Early Neolithic Transition"". No ""LandML"" tool exists. Verified: 0 GitHub results, not in open-archaeo.",CONFABULATION,COMPLETE
DataArq (software tool),DataArq,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),extreme fail,JOAD,An Open Platform for Archaeological Data Integration,Mona Patel,"Volume 12, Issue 1",2023,https://doi.org/10.5334/joad.121,Mentioned,JOAD-extreme fail,"DOI hijacking - joad.121 pattern. No ""DataArq"" tool exists (DataARC is different project). Verified: 0 GitHub results, not in open-archaeo.",CONFABULATION,COMPLETE
MapCrowd (mobile app),MapCrowd,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),extreme fail,JOAD,Crowdsourcing Archaeological Site Mapping Using Mobile Apps,Nathan Young; Olivia Adams,"Volume 13, Issue 1",2024,https://doi.org/10.5334/joad.130,Mentioned,JOAD-extreme fail,"DOI hijacking - joad.130 is actually ""Tombs and Necropoleis of Cyprus"". No ""MapCrowd"" tool exists. Verified: 0 GitHub results, not in open-archaeo.",CONFABULATION,COMPLETE
FieldStream (data processing tool),FieldStream,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),extreme fail,JOAD,Enhancing Archaeological Fieldwork with Real-time Data Processing,Rachel Stewart,"Volume 14, Issue 1",2024,https://doi.org/10.5334/joad.140,Mentioned,JOAD-extreme fail,"Complete fabrication - DOI joad.140 returns 404. No ""FieldStream"" tool exists. Verified: 0 GitHub results, not in open-archaeo.",CONFABULATION,COMPLETE
ImageQuant (software),ImageQuant,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),extreme fail,JOAD,Digital Imaging Techniques in Artifact Analysis,Samuel Moore; Tina Rivera,"Volume 14, Issue 1",2024,https://doi.org/10.5334/joad.141,Mentioned,JOAD-extreme fail,Domain confusion - ImageQuant exists (GE Healthcare/Cytiva gel analysis) but NOT for archaeology. Verified: not in open-archaeo.,CONFABULATION,COMPLETE
BigArq (R script),BigArq,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),extreme fail,JOAD,Leveraging Big Data in Archaeological Research: A Case Study,Uma Desai; Victor Cruz,"Volume 15, Issue 1",2025,https://doi.org/10.5334/joad.150,Mentioned,JOAD-extreme fail,"Complete fabrication - No ""BigArq"" tool exists. Verified: 0 GitHub results, not in open-archaeo.",CONFABULATION,COMPLETE
DataMiner (Python tool),DataMiner,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),extreme fail,JOAD,Leveraging Big Data in Archaeological Research: A Case Study,Uma Desai; Victor Cruz,"Volume 15, Issue 1",2025,https://doi.org/10.5334/joad.150,Mentioned,JOAD-extreme fail,"Complete fabrication - No ""DataMiner"" archaeological tool exists (generic name). Verified: not in open-archaeo.",CONFABULATION,COMPLETE
3DArq (3D modelling tool),3DArq,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),extreme fail,JOAD,Advancements in 3D Modelling for Archaeological Artifacts,Xander Li; Yasmine Farouk,"Volume 16, Issue 1",2025,https://doi.org/10.5334/joad.160,Mentioned,JOAD-extreme fail,"Complete fabrication - No ""3DArq"" tool exists. Verified: 0 GitHub results, not in open-archaeo.",CONFABULATION,COMPLETE
Annotorious,Annotorious,OpenAI Operator,Operator,Operator (browser agent),standard,JOAD,Annotated 3D-Models of Cuneiform Tablets,Daniel A. Calvo et al.,,,,Primary,JOAD-operator,Annotorious is a real JavaScript annotation library - verified in metadata file and widely used for image annotation in digital humanities.,CONFIRMED,PARTIAL
Mask R-CNN,Mask R-CNN,OpenAI Operator,Operator,Operator (browser agent),standard,JOAD,When Computers Dream of Charcoal,Jeff Blackadar et al.,,,,Primary,JOAD-operator,Per Batch 21 decision: ML tools used in archaeological research confirmed. Mask R-CNN in metadata file (Tool-status: yes).,CONFIRMED,PARTIAL
Open-archeo,Open-archeo,OpenAI Operator,Operator,Operator (browser agent),standard,JOAD,Open-archeo: A Resource for Documenting Archaeological Software,Julien Boissinot et al.,,,,Primary,JOAD-operator,Open-archaeo is the canonical open source archaeological software registry (open-archaeo.info). Platform/resource confirmed.,CONFIRMED,PARTIAL
Advanced viewshed analysis,Advanced viewshed analysis,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),fail-possible,JOSS,"Advanced viewshed analysis: a Quantum GIS plug-in for the analysis of visual landscapes,""N/A",,2016,TODO,"Vol. 1, Iss. 4",Primary,Joss-fail-possible,"Name fabrication - No ""Advanced viewshed analysis"" QGIS plugin exists. Real plugin is ""Visibility Analysis"" by Zoran Čučković. LLM invented plausible-sounding name.",CONFABULATION,COMPLETE
tidypaleo,tidypaleo,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),fail-possible,JOSS,"tidypaleo: Tidy tools for summarizing and analyzing stratigraphic data in R,""N/A",,2018,TODO,"Vol. 3, Iss. 22",Primary,Joss-fail-possible,tidypaleo is a real R package for stratigraphic data - on CRAN and GitHub (paleolimbot/tidypaleo).,CONFIRMED,COMPLETE
archr,archr,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),fail-possible,JOSS,"archr: Automated Radiocarbon Chronology for R (pilot),""N/A",,2019,TODO,"Vol. 4, Iss. 33",Primary,Joss-fail-possible,"CONFABULATION - Fabricated JOSS paper ""archr: Automated Radiocarbon Chronology for R"" does not exist. Not archaeogenetics (which might legitimately use bioinformatics tools) - claimed article is about radiocarbon dating. Real ArchR is bioinformatics (ATAC-seq), unrelated. Verified: no JOSS paper, no GitHub repo, no CRAN package.",CONFABULATION,COMPLETE
Archeofrag,Archeofrag,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),fail-possible,JOSS,"Archeofrag: an R package for Refitting and Spatial Analysis in Archaeology,""N/A",,2019,TODO,"Vol. 4, Iss. 35",Primary,Joss-fail-possible,Archeofrag is a real R package for refitting analysis - on CRAN and GitHub (sebastien-plutniak/archeofrag).,CONFIRMED,COMPLETE
"KLRfome – Kernel Logistic Regression on Focal Mean Embeddings,""N/A","KLRfome – Kernel Logistic Regression on Focal Mean Embeddings,""N/A",ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),fail-possible,JOSS,"KLRfome – Kernel Logistic Regression on Focal Mean Embeddings,""N/A",,2019,TODO,"Vol. 4, Iss. 35",Primary,Joss-fail-possible,KLRfome is a real R package - on GitHub (bocinsky/klrfome). Kernel Logistic Regression for archaeological predictive modelling.,CONFIRMED,COMPLETE
archeoViz,archeoViz,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),fail-possible,JOSS,"archeoViz: A Web Interface for Spatial and Chronological Data Visualization in Archaeology,""N/A",,2019,TODO,"Vol. 4, Iss. 36",Primary,Joss-fail-possible,archeoViz is a real R/Shiny tool for archaeological spatial data visualisation - on CRAN and GitHub.,CONFIRMED,COMPLETE
bleiglas,bleiglas,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),fail-possible,JOSS,"bleiglas: An R package for interpolation and visualisation of spatiotemporal data with 3D tessellation,""N/A",,2019,TODO,"Vol. 4, Iss. 37",Primary,Joss-fail-possible,bleiglas is a real R package for spatiotemporal interpolation - on CRAN and GitHub (nevrome/bleiglas).,CONFIRMED,COMPLETE
tabula,tabula,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),fail-possible,JOSS,"tabula: An R Package for Analysis, Seriation, and Visualization of Archaeological Count Data,""N/A",,2019,TODO,"Vol. 4, Iss. 37",Primary,Joss-fail-possible,tabula is a real R package (tesselle project) for archaeological count data analysis - on CRAN.,CONFIRMED,COMPLETE
c14bazAAR,c14bazAAR,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),fail-possible,JOSS,"c14bazAAR: An R package for downloading and preparing C14 dates from different databases,""N/A",,2019,TODO,"Vol. 4, Iss. 38",Primary,Joss-fail-possible,c14bazAAR is a real R package for radiocarbon date aggregation - on CRAN and GitHub (ropensci/c14bazAAR).,CONFIRMED,COMPLETE
aion,aion,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),fail-possible,JOSS,"aion: A toolkit for simulating historical processes using agent-based modeling,""N/A",,2019,TODO,"Vol. 4, Iss. 38",Primary,Joss-fail-possible,aion is a real R package (tesselle project) for archaeological time series - on CRAN and GitHub.,CONFIRMED,COMPLETE
MicroPasts,MicroPasts,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),fail-possible,JOSS,"MicroPasts: Crowd-sourcing and crowd-funding in archaeology platform code,""N/A",,2019,TODO,"Vol. 4, Iss. 40",Primary,Joss-fail-possible,MicroPasts is a real UCL/British Museum crowdsourcing platform purpose-built for archaeological research. Not generic - research-specific platform.,CONFIRMED,COMPLETE
rhip,rhip,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),fail-possible,JOSS,"rhip: Tools for reconstructing historical images for archaeology and photography,""N/A",,2019,TODO,"Vol. 4, Iss. 41",Primary,Joss-fail-possible,"No ""rhip"" R package exists. Verified: no GitHub repo, not on CRAN, not in open-archaeo. Web search found recexcavAAR but not rhip.",CONFABULATION,COMPLETE
ArchaeoPhases,ArchaeoPhases,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),fail-possible,JOSS,"ArchaeoPhases: Tools for analyzing Bayesian chronological models from archaeology,""N/A",,2019,TODO,"Vol. 4, Iss. 43",Primary,Joss-fail-possible,ArchaeoPhases is a real R package for Bayesian chronological modelling - on CRAN and GitHub (ArchaeoStat/ArchaeoPhases).,CONFIRMED,COMPLETE
OpenEthnology,OpenEthnology,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),fail-possible,JOSS,"OpenEthnology: Collaborative database and tools for ethnographic data,""N/A",,2019,TODO,"Vol. 4, Iss. 43",Primary,Joss-fail-possible,"No ""OpenEthnology"" database exists. Verified: web search found eHRAF World Cultures, OpenARCHEM, but not OpenEthnology. Fabricated name.",CONFABULATION,COMPLETE
shoredate,shoredate,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),fail-possible,JOSS,"shoredate: Bayesian Shoreline Dating in R for Archaeology,""N/A",,2019,TODO,"Vol. 4, Iss. 44",Primary,Joss-fail-possible,shoredate is a real R package for shoreline dating coastal Stone Age sites - on GitHub (isakro/shoredate).,CONFIRMED,COMPLETE
PyLithics,PyLithics,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),fail-possible,JOSS,"PyLithics: A Python package for lithic artifact analysis in archaeology,""N/A",,2019,TODO,"Vol. 4, Iss. 44",Primary,Joss-fail-possible,PyLithics is a real Python package published in JOSS (2022) for lithic artifact analysis - Cambridge/Alan Turing Institute (repo: Palaeoanalytics).,CONFIRMED,COMPLETE
RACER,RACER,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),fail-possible,JOSS,"RACER: Radiocarbon Analysis Calibration and Estimation in R,""N/A",,2020,TODO,"Vol. 5, Iss. 45",Primary,Joss-fail-possible,"No ""RACER"" R package exists. Verified: web search found rcarbon, Bchron, oxcAAR, ananke, carbondate, rice - but not RACER. Fabricated acronym.",CONFABULATION,COMPLETE
geoChronR,geoChronR,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),fail-possible,JOSS,"geoChronR: Geochronological tools for paleoclimate data in R,""N/A",,2020,TODO,"Vol. 5, Iss. 45",Primary,Joss-fail-possible,geoChronR is a real R package for paleoclimate geochronology - on GitHub (nickmckay/GeoChronR).,CONFIRMED,COMPLETE
ClimBayes,ClimBayes,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),fail-possible,JOSS,"ClimBayes: Bayesian Hierarchical Modeling of Paleo-Climate time series in R,""N/A",,2020,TODO,"Vol. 5, Iss. 45",Primary,Joss-fail-possible,ClimBayes is a real R package for Bayesian climate inference - on GitHub (paleovar/ClimBayes).,CONFIRMED,COMPLETE
aRchaic,aRchaic,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),fail-possible,JOSS,"aRchaic: Exploratory Data Analysis of Ancient DNA Damage Patterns in R,""N/A",,2020,TODO,"Vol. 5, Iss. 45",Primary,Joss-fail-possible,"aRchaic is a real R package for ancient DNA damage pattern analysis - on GitHub (kkdey/aRchaic), published in Bioinformatics.",CONFIRMED,COMPLETE
ChronoModelr,ChronoModelr,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),fail-possible,JOSS,"ChronoModelr: A wrapper for ChronoModel Bayesian Archaeological Dating software,""N/A",,2020,TODO,"Vol. 5, Iss. 45",Primary,Joss-fail-possible,"Near-miss confabulation - No ""ChronoModelr"" on CRAN or GitHub. Real tool is RChronoModel (CRAN). Web search verified.",CONFABULATION,COMPLETE
pyArchaeo,pyArchaeo,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),fail-possible,JOSS,"pyArchaeo: A Python toolkit for processing 3D scan data in archaeology,""N/A",,2020,TODO,"Vol. 5, Iss. 45",Primary,Joss-fail-possible,"No ""pyArchaeo"" found on PyPI, GitHub, or web search. Real tools are pyArchInit (QGIS plugin) and ArchaeoPY. Fabricated variant name.",CONFABULATION,COMPLETE
argus,argus,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),fail-possible,JOSS,"argus: Time-series analysis for archaeological geophysics in R,""N/A",,2020,TODO,"Vol. 5, Iss. 45",Primary,Joss-fail-possible,"No ""argus"" R package for archaeological geophysics. Web search found aion for archaeological time-series but not argus. Fabricated.",CONFABULATION,COMPLETE
FQC,FQC,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),fail-possible,JOSS,"FQC: FarmQuests for historical crop modeling in Python,""N/A",,2020,TODO,"Vol. 5, Iss. 45",Primary,Joss-fail-possible,"No ""FQC"" (FarmQuests) found anywhere. Web search found PCSE (Python Crop Simulation Environment) but not FQC. Complete fabrication.",CONFABULATION,COMPLETE
pyrho,pyrho,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),fail-possible,JOSS,"pyrho: a Python package for inferring local recombination rates from ancient DNA,""N/A",,2020,TODO,"Vol. 5, Iss. 46",Primary,Joss-fail-possible,"pyrho is a real Python package for recombination rate inference - on GitHub (popgenmethods/pyrho), published in Science Advances.",CONFIRMED,COMPLETE
stratigraphr,stratigraphr,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),fail-possible,JOSS,"stratigraphr: Tools for stratigraphic diagrams and correlation in R,""N/A",,2020,TODO,"Vol. 5, Iss. 47",Primary,Joss-fail-possible,stratigraphr is a real R package for archaeological stratigraphy - on GitHub (joeroe/stratigraphr).,CONFIRMED,COMPLETE
mapDamage,mapDamage,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),fail-possible,JOSS,"mapDamage: Ancient DNA damage estimation and plotting in Python,""N/A",,2020,TODO,"Vol. 5, Iss. 48",Primary,Joss-fail-possible,"mapDamage is a real Python tool for ancient DNA damage estimation - on GitHub (ginolhac/mapDamage), published in Bioinformatics.",CONFIRMED,COMPLETE
mortAAR,mortAAR,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),fail-possible,JOSS,"mortAAR: Mortality modeling and analysis in archaeology using R,""N/A",,2020,TODO,"Vol. 5, Iss. 49",Primary,Joss-fail-possible,mortAAR is a real R package for archaeological mortality analysis - on GitHub (ISAAKiel/mortAAR).,CONFIRMED,COMPLETE
RChrono,RChrono,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),fail-possible,JOSS,"RChrono: Radiocarbon and Chronology Tools in R,""N/A",,2020,TODO,"Vol. 5, Iss. 50",Primary,Joss-fail-possible,"Near-miss confabulation - No ""RChrono"" on CRAN or GitHub. Real tools are rcarbon, Bchron, RChronoModel. Web search verified.",CONFABULATION,COMPLETE
